status,lot_no,stone_id,location,weight,shape,color,clarity,cut,polish,symmetry,rapnet_price,system_discount,system price,system amount,lab,certificate,certi_pdf_url,ratio,measurements,fluor_int,table,depth,crown_ht,crown_angle,pavilion_dep,pavilion_an,stone_type,v360,imgurl,eye_clean
Available,RPE 5201 174E,58308A,INDIA,1.16,Round,F,VS1,EX,EX,EX,9600,-97.8,211.1,244.88,IGI,596317700,Click Here,0.99,6.79 x 6.83 - 4.10,None,59,60.3,13,32.6,43.5,41.1,CVD,Click Here,Click Here,YES
Available,RPE-MRE,MRE-1011,INDIA,1.16,Round,M,VS1,EX,EX,EX,3100,-96.06,122.14,141.68,NC,,,1,6.77 x 6.78 - 4.10,,57.1,60.6,14.44,33.95,42.88,40.75,,Click Here,Click Here,YES
Available,RPE 10 132,59851B,,1.14,Round,F,VS1,EX,EX,EX,9600,-97.75,216,246.24,IGI,598390076,Click Here,0.99,6.65 x 6.69 - 4.18,None,57,62.7,14.5,34.3,44,41.5,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57463A,INDIA,1.11,Round,F,VS2,EX,EX,EX,7900,-97.68,183.68,203.88,IGI,594345271,Click Here,0.99,6.59 x 6.64 - 4.09,None,61,61.7,13.5,34.1,44.5,41.6,CVD,Click Here,Click Here,YES
Available,1,MRE-1028,INDIA,1.1,Round,M,VS2,EX,EX,EX,2900,-96.67,96.57,106.23,NC,,,0.97,6.65 x 6.88 - 4.04,,,,,,,,,Click Here,Click Here,
Available,RPE-MRE,MRE-1031,INDIA,1.08,Round,N,I1,VG,VG,VG,2100,-95.24,100,108,NC,,,1,6.57 x 6.59 - 4.09,,63.72,62.16,11.47,32.49,46.55,43.08,,Click Here,Click Here,
Available,1,239091-018-2,INDIA,1.04,Round,F,VS1,EX,EX,EX,9600,-95.11,469.44,488.22,IGI,591390906,Click Here,0.99,6.61 x 6.65 - 3.87,None,61,58.3,12,32.4,42.5,40.5,CVD,,,
Available,RPE 10 132,59822A,,1.02,Round,E,VVS2,ID,EX,EX,12100,-95.11,591.69,603.52,IGI,600316059,Click Here,0.99,6.41 x 6.45 - 4.00,None,56,62.2,15.5,35.2,43,40.7,CVD,,,YES
Available,RPE-MRE,MRE-1002,INDIA,1.02,Round,K,VS2,EX,EX,EX,3900,-96.83,123.63,126.1,NC,,,1,6.43 x 6.45 - 3.90,,61,60.6,13.84,35.5,42.64,40.6,,Click Here,Click Here,YES
Available,RPE 5201 174F,58496A,,1,Round,D,VS1,ID,EX,EX,11300,-95.11,552.57,552.57,IGI,600316058,Click Here,1,6.38 x 6.41 - 3.97,None,58,62,13.5,32.8,44,41.7,CVD,Click Here,Click Here,YES
Available,RPE 1527B 83,58189A,INDIA,1,Round,E,VS1,EX,EX,EX,10300,-97.65,242.05,242.05,IGI,598314443,Click Here,1,6.45 x 6.47 - 3.96,None,59,61.2,14,34.2,44.5,41.6,CVD,Click Here,Click Here,YES
Available,1,124082-001-2,INDIA,1,Round,F,VVS2,EX,EX,EX,11100,-95.11,542.79,542.79,IGI,589302789,Click Here,1,6.35 x 6.38 - 3.98,None,56,62.6,16.5,36.5,42.5,40.4,CVD,,,
Available,ADI19,55217A,INDIA,1,Round,F,SI1,EX,EX,EX,6100,-97.03,181.17,181.17,NC,,,1,,None,,,,,,,CVD,Click Here,Click Here,YES
Available,ADI19,55448A,INDIA,1,Round,H,SI1,VG,VG,VG,5200,-96.4,187.2,187.2,NC,,,1,6.50 x 6.47 - 3.84,None,0,59.15,0,0,0,0,CVD,Click Here,Click Here,YES
Available,RPE-MRE,MRE-1030,INDIA,1,Round,M,SI2,VG,VG,VG,2400,-94.8,124.8,124.8,NC,,,1,6.14 x 6.15 - 3.89,,61.19,,16.76,40.98,39.95,38.79,,Click Here,Click Here,
Available,RPEMTA 688 97,118093-001B,INDIA,0.79,Round,H,VS2,EX,EX,EX,3400,-96.39,122.74,96.96,NC,,,,*3.611,None,61.25,60.76,0,33.41,0,41.11,CVD,Click Here,Click Here,YES
Available,NRF09,53068A,INDIA,0.72,Round,H,VS1,EX,EX,EX,3800,-96.75,123.5,88.92,NC,,,,*3.548,None,57.35,61.81,0,34.53,0,40.99,CVD,Click Here,Click Here,YES
Available,NRF09,53191A,INDIA,0.71,Round,H,VS2,EX,EX,EX,3400,-96.39,122.74,87.15,NC,,,,*3.566,None,60.2,62.7,0,35.54,0,41.81,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57466C,INDIA,0.71,Round,I,VVS2,EX,EX,EX,3500,-92,280,198.8,IGI,595374019,Click Here,0.99,5.68 x 5.75 - 3.53,None,61,61.8,14,35.9,44,41.4,CVD,Click Here,Click Here,YES
Available,RPEMTA 699-98,117086-008-2,INDIA,0.7,Round,E,VS2,EX,EX,EX,4300,-95.75,182.75,127.93,IGI,563240903,Click Here,0.99,5.61 x 5.64 - 3.53,None,60.5,62.9,14,35.9,44.5,41.6,CVD,Click Here,Click Here,YES
Available,NRF09,53119A,INDIA,0.7,Round,H,VS2,EX,EX,EX,3400,-96.39,122.74,85.92,NC,,,,*3.498,None,57.48,61.08,0,33.47,0,40.82,CVD,Click Here,Click Here,YES
Available,NRF09,52850A,INDIA,0.7,Round,H,VS2,EX,EX,EX,3400,-96.39,122.74,85.92,NC,,,,*3.487,None,58.47,60.33,0,32.95,0,41.22,CVD,Click Here,Click Here,YES
Available,NRF09,53064A,INDIA,0.7,Round,H,SI1,EX,EX,EX,2800,-95.67,121.24,84.87,NC,,,,*3.4,None,61.73,58.78,0,33.47,0,40.42,CVD,Click Here,Click Here,YES
Available,ADI19,55263A,INDIA,0.65,Round,D,VS1,ID,EX,EX,3800,-94.67,202.54,131.65,IGI,577364122,Click Here,0.99,5.63 x 5.66 - 3.34,None,59,59.2,13.5,33.4,42.5,40.3,CVD,Click Here,Click Here,YES
Available,NRF09,486008-010C,INDIA,0.64,Round,D,VS2,ID,EX,EX,3400,-94.8,176.8,113.15,IGI,574322207,Click Here,1,5.51 x 5.53 - 3.43,,55.5,62.1,16,35.6,42.5,40.5,CVD,Click Here,Click Here,YES
Available,RPEMTA 687-100,105108-009-2,INDIA,0.64,Round,E,VS1,EX,EX,EX,3500,-94.98,175.7,112.45,IGI,563202019,Click Here,0.99,5.50 x 5.54 - 3.40,None,61,61.6,13,34.6,44.5,41.7,CVD,Click Here,Click Here,YES
Available,RPEMTA 749 118,123091-005B,INDIA,0.61,Round,G,VS2,EX,EX,EX,2800,-94.83,144.76,88.3,NC,,,,*3.408,None,54.97,62.84,0,33.4,0,41.59,CVD,Click Here,Click Here,YES
Available,AR,32774-2,INDIA,0.6,Round,F,VS1,EX,EX,EX,3200,-94,192,115.2,IGI,574365809,Click Here,0.99,5.35 x 5.41 - 3.37,None,59.5,62.6,14.5,35.3,44,41.5,CVD,,,
Available,ADI12,54256B,INDIA,0.59,Round,D,VS1,EX,EX,EX,3800,-94.67,202.54,119.5,IGI,572339620,Click Here,0.99,5.39 x 5.44 - 3.29,None,61.5,60.6,12.5,33.6,44,41.4,CVD,Click Here,Click Here,YES
Available,ADI10,53405B,INDIA,0.54,Round,F,VS2,EX,EX,EX,3000,-94.13,176.1,95.09,IGI,574322200,Click Here,0.99,5.29 x 5.33 - 3.13,None,62,58.9,32.7,12,43,40.7,CVD,Click Here,Click Here,YES
Available,NRF09,52979A,INDIA,0.5,Round,I,VS1,EX,EX,EX,2400,-94.8,124.8,62.4,NC,,,,*3.186,None,56.46,61.99,0,32.63,0,41.86,CVD,Click Here,Click Here,YES
Available,ADI19,55662B,INDIA,0.46,Round,D,VS1,EX,EX,EX,3000,-93,210,96.6,IGI,579384153,Click Here,0.99,4.91 x 4.95 - 3.10,None,58,62.9,15,35.9,44,41.4,CVD,Click Here,Click Here,YES
Available,ADI7,53293B,INDIA,0.46,Round,G,VS1,EX,EX,EX,2500,-91,225,103.5,IGI,575370871,Click Here,0.99,5.03 x 5.06 - 2.97,None,62,58.9,32.7,12.5,43.5,40.9,CVD,Click Here,Click Here,YES
Available,ADI16,54526B,INDIA,0.44,Round,D,VVS2,EX,EX,EX,3400,-93,238,104.72,IGI,577378485,Click Here,0.99,4.93 x 4.96 - 2.98,None,61,60.2,12.5,33.1,44,41.5,CVD,Click Here,Click Here,YES
Available,ADI19,55435A,INDIA,0.44,Round,F,VS1,EX,EX,EX,2600,-93,182,80.08,IGI,577382967,Click Here,1,4.94 x 4.95 - 2.92,None,61,59.1,12.5,32.5,42.5,40.6,CVD,Click Here,Click Here,YES
Available,ADI17,54916B,INDIA,0.43,Round,F,VS1,EX,EX,EX,2600,-93,182,78.26,IGI,577382960,Click Here,0.99,4.94 x 4.97 - 2.88,None,61,58.2,12,32.3,42.5,40.5,CVD,Click Here,Click Here,YES
Available,ADI11,53892B,INDIA,0.43,Round,F,VS1,EX,EX,EX,2600,-93,182,78.26,IGI,577364100,Click Here,0.99,4.93 x 4.96 - 2.92,None,62,59,12,32.5,43.5,41,CVD,Click Here,Click Here,YES
Available,RPE-40-SG-117,51208-3,INDIA,0.42,Round,D,VVS2,EX,EX,EX,3400,-93,238,99.96,IGI,539205208,Click Here,0.99,4.82 x 4.85 - 2.97,None,59,61.4,13.5,32.9,44.5,41.6,CVD,Click Here,Click Here,YES
Available,RPE-40-SG-117,51145-2,INDIA,0.42,Round,D,VVS2,EX,EX,EX,3400,-93,238,99.96,IGI,541274190,Click Here,1,4.90 x 4.92 - 2.91,None,63,59.3,12,33,44,41.4,CVD,Click Here,Click Here,YES
Available,ADI7,53261C,INDIA,0.42,Round,D,VS1,ID,EX,EX,3000,-93.75,187.5,78.75,IGI,574322234,Click Here,0.99,4.85 x 4.88 - 2.95,None,57.5,60.7,33.3,14,43.5,41.1,CVD,Click Here,Click Here,YES
Available,ADI18,54673B,INDIA,0.42,Round,E,VVS2,EX,EX,EX,3200,-93,224,94.08,IGI,574338533,Click Here,0.99,4.86 x 4.89 - 2.94,None,61.5,60.3,12.5,32.8,44.5,41.6,CVD,Click Here,Click Here,YES
Available,ADI15,53825C,INDIA,0.41,Round,D,VS1,EX,EX,EX,3000,-93,210,86.1,IGI,577378484,Click Here,0.99,4.74 x 4.77 - 2.96,None,61,62.3,14.5,36,44,41.5,CVD,Click Here,Click Here,YES
Available,ADI10,53437B,INDIA,0.41,Round,E,VS1,EX,EX,EX,2800,-93,196,80.36,IGI,573397912,Click Here,0.99,4.80 x 4.83 - 2.90,None,61.5,60.2,12.5,32.4,44.5,41.7,CVD,Click Here,Click Here,YES
Available,ADI19,55272B,INDIA,0.41,Round,F,VS1,ID,EX,EX,2600,-93,182,74.62,IGI,582364014,Click Here,0.99,4.72 x 4.75 - 2.94,None,59,61.9,14.5,35,43.5,41,CVD,Click Here,Click Here,YES
Available,ADI19,55368B,INDIA,0.4,Round,D,VVS2,EX,EX,EX,3400,-93,238,95.2,IGI,582349960,Click Here,1,4.82 x 4.84 - 2.85,None,62,59,12,32,44,41.5,CVD,Click Here,Click Here,YES
Available,ADI12,54042B,INDIA,0.4,Round,E,VS1,ID,EX,EX,2800,-93,196,78.4,IGI,582364027,Click Here,0.99,4.77 x 4.81 - 2.92,None,59,60.9,13.5,33.1,44,41.5,CVD,Click Here,Click Here,YES
Available,ADI16,54587A,INDIA,0.4,Round,E,VS1,EX,EX,EX,2800,-93,196,78.4,IGI,577382968,Click Here,0.99,4.82 x 4.85 - 2.88,None,60,59.5,12.5,32.1,44,41.6,CVD,Click Here,Click Here,YES
Available,ADI17,55070B,INDIA,0.4,Round,E,VS1,EX,EX,EX,2800,-93,196,78.4,IGI,579384162,Click Here,1,4.79 x 4.81 - 2.80,None,61,58.3,12.5,32.7,42,40.1,CVD,Click Here,Click Here,YES
Available,RPE-52-161,51786-2,INDIA,0.4,Round,E,VS1,EX,EX,VG,2800,-93,196,78.4,IGI,560232365,Click Here,1,4.74 x 4.75 - 2.89,None,61.5,60.8,12.5,33.3,44.5,41.6,CVD,Click Here,Click Here,YES
Available,ADI11,53932C,INDIA,0.4,Round,E,VS2,EX,EX,EX,2500,-93,175,70,IGI,575376143,Click Here,1,4.81 x 4.83 - 2.85,None,61,59.2,12,31.8,43.5,41,CVD,Click Here,Click Here,YES
Available,ADI8,53313B,INDIA,0.38,Round,D,VVS2,EX,EX,EX,2800,-93,196,74.48,IGI,572346687,Click Here,0.99,4.73 x 4.76 - 2.76,None,61.5,58.2,12,32.8,42,40.1,CVD,Click Here,Click Here,YES
Available,ADI16,54569A,INDIA,0.38,Round,D,VVS2,EX,EX,EX,2800,-93,196,74.48,IGI,575396678,Click Here,0.99,4.67 x 4.70 - 2.85,None,60.5,60.8,13,33,44,41.5,CVD,Click Here,Click Here,YES
Available,ADI11,53903B,INDIA,0.37,Round,D,VS1,EX,EX,EX,2400,-93,168,62.16,IGI,575376131,Click Here,0.99,4.68 x 4.71 - 2.78,None,61.5,59.1,12,32.5,43,40.8,CVD,Click Here,Click Here,YES
Available,ADI19,55626B,INDIA,0.37,Round,E,VVS2,EX,EX,EX,2500,-93,175,64.75,IGI,579384146,Click Here,0.99,4.60 x 4.63 - 2.82,None,59,61.1,12.5,31.8,44,41.5,CVD,Click Here,Click Here,YES
Available,ADI14,56222C,INDIA,0.37,Round,E,VS1,EX,EX,EX,2200,-93,154,56.98,IGI,582385290,Click Here,1,4.68 x 4.69 - 2.82,None,62,60,12,32.5,44,41.6,CVD,Click Here,Click Here,YES
Available,ADI11,53944C,INDIA,0.37,Round,E,VS2,EX,EX,EX,2000,-93,140,51.8,IGI,575376142,Click Here,1,4.64 x 4.66 - 2.80,None,60.5,60.2,12.5,32,44.5,41.6,CVD,Click Here,Click Here,YES
Available,ADI14,56292B,INDIA,0.36,Round,D,VVS2,EX,EX,EX,2800,-93,196,70.56,IGI,582385287,Click Here,0.99,4.59 x 4.62 - 2.72,None,62,59,13,34.8,42,40.2,CVD,Click Here,Click Here,YES
Available,ADI8A,55104B,INDIA,0.36,Round,D,VVS2,EX,EX,EX,2800,-93,196,70.56,IGI,579384150,Click Here,1,4.59 x 4.61 - 2.78,None,60,60.4,13,33.1,44,41.3,CVD,Click Here,Click Here,YES
Available,RPE-40-SG-117,51143-3,INDIA,0.36,Round,D,VVS2,EX,EX,EX,2800,-93,196,70.56,IGI,539233991,Click Here,1,4.62 x 4.64 - 2.74,None,61.5,59.3,12.5,32.5,43,40.9,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57466D,INDIA,0.36,Round,D,VS1,ID,EX,EX,2400,-93.27,161.41,58.11,IGI,595374032,Click Here,0.99,4.53 x 4.56 - 2.84,None,58,62.4,14.5,34.8,44,41.3,CVD,Click Here,Click Here,YES
Available,ADI8A,55104C,INDIA,0.36,Round,D,VS1,ID,EX,EX,2400,-93.27,161.41,58.11,IGI,579384151,Click Here,1,4.59 x 4.61 - 2.79,None,59,60.6,13.5,32.9,44,41.4,CVD,Click Here,Click Here,YES
Available,ADI17,54958B,INDIA,0.36,Round,D,VS1,EX,EX,EX,2400,-93,168,60.48,IGI,579384171,Click Here,1,4.59 x 4.61 - 2.78,None,61,60.4,12.5,32.9,44,41.5,CVD,Click Here,Click Here,YES
Available,ADI18,54820B,INDIA,0.36,Round,D,VS1,EX,EX,EX,2400,-93,168,60.48,IGI,575376127,Click Here,1,4.54 x 4.56 - 2.79,None,61.5,61.2,13,34.5,44,41.3,CVD,Click Here,Click Here,YES
Available,ADI18,54686B,INDIA,0.36,Round,D,VS1,EX,EX,EX,2400,-93,168,60.48,IGI,576317798,Click Here,0.99,4.61 x 4.64 - 2.76,None,60.5,59.7,13,32.9,43.5,41.1,CVD,Click Here,Click Here,YES
Available,ADI19,55534B,INDIA,0.36,Round,D,VS1,EX,EX,EX,2400,-93,168,60.48,IGI,582349954,Click Here,1,4.51 x 4.53 - 2.84,None,60,62.8,15,36.1,44,41.6,CVD,Click Here,Click Here,YES
Available,ADI10,53384C,INDIA,0.36,Round,E,VS1,EX,EX,EX,2200,-93,154,55.44,IGI,577378483,Click Here,0.99,4.56 x 4.59 - 2.83,None,61,61.7,14,35.4,44,41.5,CVD,Click Here,Click Here,YES
Available,ADI12,53983B,INDIA,0.36,Round,F,VVS2,EX,EX,EX,2300,-93,161,57.96,IGI,582364016,Click Here,1,4.61 x 4.63 - 2.73,None,61,59.2,12.5,32.5,43,40.6,CVD,Click Here,Click Here,YES
Available,ADI10,53451C,INDIA,0.36,Round,F,VVS2,EX,EX,EX,2300,-93,161,57.96,IGI,576317812,Click Here,0.99,4.67 x 4.70 - 2.76,None,60,58.8,12.5,32.3,42.5,40.6,CVD,Click Here,Click Here,YES
Available,ADI10,53434B,INDIA,0.36,Round,H,VS1,EX,EX,EX,1900,-93,133,47.88,IGI,573389214,Click Here,1,4.64 x 4.66 - 2.75,None,60,59,13,33.1,42.5,40.3,CVD,Click Here,Click Here,YES
Available,ADI17,54992C,INDIA,0.35,Round,D,VVS2,EX,EX,EX,2800,-93,196,68.6,IGI,579384160,Click Here,0.99,4.61 x 4.64 - 2.74,None,62,59.3,12,32.5,44,41.4,CVD,Click Here,Click Here,YES
Available,ADI15,53553B,INDIA,0.35,Round,D,VS2,EX,EX,EX,2100,-93,147,51.45,IGI,575376126,Click Here,0.99,4.53 x 4.56 - 2.74,None,60,60.1,13,33.1,43.5,41,CVD,Click Here,Click Here,YES
Available,ADI7,53284C,INDIA,0.35,Round,E,VVS2,EX,EX,EX,2500,-93,175,61.25,IGI,572344881,Click Here,0.99,4.54 x 4.57 - 2.77,None,61,60.8,13,33.8,44,41.4,CVD,Click Here,Click Here,YES
Available,ADI17,54987B,INDIA,0.35,Round,E,VVS2,EX,EX,EX,2500,-93,175,61.25,IGI,577378480,Click Here,1,4.54 x 4.56 - 2.72,None,61,59.8,14,35.6,42,40.1,CVD,Click Here,Click Here,YES
Available,RPE BH 120,55978C,INDIA,0.35,Round,E,VVS2,EX,EX,EX,2500,-93,175,61.25,IGI,577378482,Click Here,0.99,4.58 x 4.61 - 2.75,None,61,59.8,12.5,32.7,44,41.6,CVD,Click Here,Click Here,YES
Available,ADI11,53887B,INDIA,0.35,Round,E,VS1,ID,EX,EX,2200,-93,154,53.9,IGI,573379006,Click Here,0.99,4.51 x 4.54 - 2.77,None,57,61.1,15,35.1,42.5,40.5,CVD,Click Here,Click Here,YES
Available,1,408015-002B,INDIA,0.35,Round,E,VS1,EX,EX,EX,2200,-93,154,53.9,IGI,575370865,Click Here,1,4.61 x 4.62 - 2.71,None,61.5,58.7,12.5,32.7,42.5,40.4,CVD,Click Here,Click Here,YES
Available,ADI12,54297C,INDIA,0.35,Round,H,VVS1,EX,EX,EX,2100,-93,147,51.45,IGI,582360695,Click Here,1,4.56 x 4.58 - 2.74,None,62,59.9,12,32.3,44,41.6,CVD,Click Here,Click Here,YES
Available,ADI19,55736B,INDIA,0.34,Round,D,VVS2,EX,EX,EX,2800,-93,196,66.64,IGI,582349955,Click Here,1,4.54 x 4.56 - 2.75,None,60,60.5,12.5,32.7,44,41.5,CVD,Click Here,Click Here,YES
Available,ADI15,53716B,INDIA,0.34,Round,D,VVS2,EX,EX,EX,2800,-93,196,66.64,IGI,573391368,Click Here,1,4.51 x 4.53 - 2.74,None,60,60.6,13,33.2,43.5,41.2,CVD,Click Here,Click Here,YES
Available,ADI16,54566A,INDIA,0.34,Round,D,VVS2,EX,EX,EX,2800,-93,196,66.64,IGI,575376138,Click Here,1,4.46 x 4.48 - 2.74,None,61.5,61.4,14,36,43.5,41.2,CVD,Click Here,Click Here,YES
Available,ADI16,54602A,INDIA,0.34,Round,D,VVS2,EX,EX,EX,2800,-93,196,66.64,IGI,576317813,Click Here,1,4.43 x 4.45 - 2.74,None,59.5,61.6,15,36.4,43,40.7,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57037D,INDIA,0.34,Round,D,VVS2,EX,EX,EX,2800,-93,196,66.64,IGI,595374031,Click Here,0.99,4.53 x 4.57 - 2.68,None,61,58.9,12.5,33.1,42,40.3,CVD,Click Here,Click Here,YES
Available,ADI18,54681B,INDIA,0.34,Round,D,VS1,EX,EX,EX,2400,-93,168,57.12,IGI,575376129,Click Here,0.99,4.51 x 4.56 - 2.77,None,60.5,61,13,32.8,44.5,41.7,CVD,Click Here,Click Here,YES
Available,ADI18,54707B,INDIA,0.34,Round,D,VS1,EX,EX,EX,2400,-93,168,57.12,IGI,574338530,Click Here,0.99,4.57 x 4.61 - 2.69,None,61,58.5,12,32.4,43,40.8,CVD,Click Here,Click Here,YES
Available,ADI15,53544C,INDIA,0.34,Round,D,VS2,EX,EX,EX,2100,-93,147,49.98,IGI,573395369,Click Here,1,4.46 x 4.48 - 2.77,None,59,62.1,13.5,33.4,44.5,41.8,CVD,Click Here,Click Here,YES
Available,ADI12,54197B,INDIA,0.34,Round,E,VVS2,EX,EX,EX,2500,-93,175,59.5,IGI,577378475,Click Here,0.99,4.56 x 4.59 - 2.69,None,62,58.7,12,32.8,43,40.6,CVD,Click Here,Click Here,YES
Available,ADI17,55048C,INDIA,0.34,Round,E,VS1,EX,EX,EX,2200,-93,154,52.36,IGI,577378478,Click Here,1,4.56 x 4.58 - 2.67,None,62,58.4,12.5,33.3,42,40.1,CVD,Click Here,Click Here,YES
Available,ADI17,54928B,INDIA,0.34,Round,E,VS1,EX,EX,EX,2200,-93,154,52.36,IGI,577378476,Click Here,0.99,4.56 x 4.59 - 2.73,None,61,59.7,12,32.4,44,41.4,CVD,Click Here,Click Here,YES
Available,ADI17,54925B,INDIA,0.34,Round,E,VS1,EX,EX,EX,2200,-93,154,52.36,IGI,575376133,Click Here,0.99,4.59 x 4.62 - 2.72,None,61.5,59,12,32.5,44,41.3,CVD,Click Here,Click Here,YES
Available,ADI10,53401B,INDIA,0.34,Round,E,VS1,EX,EX,EX,2200,-93,154,52.36,IGI,575310408,Click Here,0.99,4.53 x 4.56 - 2.66,None,62,58.6,12.5,32.7,42.5,40.5,CVD,Click Here,Click Here,YES
Available,ADI17,55050B,INDIA,0.34,Round,E,VS1,EX,EX,EX,2200,-93,154,52.36,IGI,576317816,Click Here,1,4.56 x 4.57 - 2.68,None,61,58.6,12.5,32.4,42.5,40.5,CVD,Click Here,Click Here,YES
Available,ADI16,54532B,INDIA,0.34,Round,F,VVS2,EX,EX,EX,2300,-93,161,54.74,IGI,575376130,Click Here,1,4.50 x 4.52 - 2.74,None,61,60.7,12.5,32.8,44,41.6,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57008B,INDIA,0.34,Round,F,VVS2,EX,EX,EX,2300,-93,161,54.74,IGI,595374030,Click Here,0.99,4.53 x 4.56 - 2.72,None,62,59.9,12.5,32.4,44,41.4,CVD,Click Here,Click Here,YES
Available,ADI11,53948C,INDIA,0.33,Round,E,VS1,EX,EX,EX,2200,-93,154,50.82,IGI,573397911,Click Here,1,4.52 x 4.54 - 2.66,None,58,58.8,13,32.1,42.5,40.3,CVD,Click Here,Click Here,YES
Available,ADI15,53672B,INDIA,0.33,Round,E,VS2,ID,EX,EX,2000,-93,140,46.2,IGI,572344883,Click Here,0.99,4.41 x 4.45 - 2.73,None,55.5,61.6,16,35.5,42,40.2,CVD,Click Here,Click Here,YES
Available,ADI8A,55114B,INDIA,0.32,Round,D,VVS2,EX,EX,EX,2800,-93,196,62.72,IGI,579384149,Click Here,1,4.43 x 4.45 - 2.65,None,62,59.8,12,32.3,44,41.5,CVD,Click Here,Click Here,YES
Available,ADI19A,55919B,INDIA,0.32,Round,E,VVS2,EX,EX,EX,2500,-93,175,56,IGI,595374029,Click Here,0.99,4.33 x 4.37 - 2.72,None,57,62.4,16,36.3,43,40.6,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57027B,INDIA,0.32,Round,E,VS1,EX,EX,EX,2200,-93,154,49.28,IGI,595374028,Click Here,0.99,4.45 x 4.48 - 2.65,None,61,59.2,12.5,32.3,43.5,41.1,CVD,Click Here,Click Here,YES
Available,ADI12,54283B,INDIA,0.31,Round,D,VVS2,EX,EX,EX,2800,-93,196,60.76,IGI,582364026,Click Here,1,4.30 x 4.32 - 2.67,None,56,61.9,16,36.5,42,40.2,CVD,Click Here,Click Here,YES
Available,ADI17,55036C,INDIA,0.31,Round,D,VS1,EX,EX,EX,2400,-93,168,52.08,IGI,579384158,Click Here,1,4.40 x 4.42 - 2.67,None,60,60.5,12.5,31.9,44,41.6,CVD,Click Here,Click Here,YES
Available,RPE 183 121,56954D,INDIA,0.31,Round,E,VVS2,ID,EX,EX,2500,-93,175,54.25,IGI,595374026,Click Here,0.99,4.33 x 4.36 - 2.66,None,56,61.3,16,35.7,42,40.2,CVD,Click Here,Click Here,YES
Available,ADI19,55745B,INDIA,0.3,Round,D,VVS1,EX,EX,EX,3300,-93,231,69.3,IGI,582349958,Click Here,0.99,4.36 x 4.39 - 2.54,None,62,58.1,12.5,32.8,42,40.2,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57042B,INDIA,0.3,Round,D,VVS2,EX,EX,EX,2800,-93,196,58.8,IGI,595374023,Click Here,0.99,4.39 x 4.42 - 2.56,None,61,58.2,12.5,32.4,42.5,40.2,CVD,Click Here,Click Here,YES
Available,RPE 1339 259,57694B,INDIA,0.3,Round,E,VVS2,EX,EX,EX,2500,-93,175,52.5,IGI,595374024,Click Here,0.99,4.35 x 4.38 - 2.56,None,61,58.5,12.5,32.7,42.5,40.3,CVD,Click Here,Click Here,YES
Available,RPE 1339 259,57661B,INDIA,0.3,Round,E,VS1,EX,EX,EX,2200,-93,154,46.2,IGI,595374025,Click Here,0.99,4.37 x 4.40 - 2.56,None,62,58.3,12.5,32.9,42,40.3,CVD,Click Here,Click Here,YES
Available,RPE 183 121,56959A,INDIA,6.01,Asscher,F,VS2,,EX,EX,45000,-99,450,2704.5,IGI,591337604,Click Here,1.05,10.19 x 9.74 x 6.24,None,75,64.1,12,41.4,48,36.9,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57004A,INDIA,5.02,Asscher,E,VS1,,EX,EX,56000,-99.15,476,2389.52,IGI,589380588,Click Here,1.05,9.89 x 9.45 x 5.86,None,75,62,11,41,49,39.7,CVD,Click Here,Click Here,YES
Available,ADI20,56462A,INDIA,3.03,Asscher,I,SI1,EX,EX,EX,14000,-98.51,208.6,632.06,NC,,,1.03,8.03 x 7.83 x 5.18,None,67.39,66.09,0,51.94,0,58.17,CVD,Click Here,Click Here,YES
Available,ADI20,56556A,INDIA,2.52,Asscher,G,VVS2,,EX,EX,16500,-98.25,288.75,727.65,IGI,584359833,Click Here,1.04,7.84 x 7.55 x 4.54,None,71,60.1,11,35.2,46.5,37,CVD,Click Here,Click Here,YES
Available,ADI20,56559A,INDIA,2.5,Asscher,G,VS1,,EX,EX,15500,-98.25,271.25,678.13,IGI,589302765,Click Here,1.01,7.38 x 7.29 x 4.78,None,66,65.6,12.5,33.4,46,33.6,CVD,Click Here,Click Here,YES
Available,RPE 1339 259,57705A,INDIA,2.17,Asscher,F,VS1,,EX,EX,17000,-98.37,276.68,600.38,IGI,591325116,Click Here,1.02,7.18 x 7.05 x 4.53,None,67,64.3,13.5,37.2,46,41.6,CVD,Click Here,Click Here,YES
Available,ADI14,56246A,INDIA,2.1,Asscher,H,VVS2,,EX,EX,13500,-98.35,222.75,467.78,IGI,581316007,Click Here,1.01,7.09 x 6.99 x 4.56,None,68,65.2,13.5,38.4,49.5,37.5,CVD,Click Here,Click Here,YES
Available,ADI20,56533A,INDIA,2,Asscher,G,VS2,,EX,EX,14500,-98.38,235.63,471.25,IGI,586345107,Click Here,1.05,7.21 x 6.86 x 4.43,None,72,64.6,14,43.5,47.5,39.4,CVD,Click Here,Click Here,YES
